Time Norm Re(ACF(t)) Im(ACF(t)) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1
 
 
  0.00000000E+000  0.99988484E+000  0.99988484E+000 -0.13877788E-016  0.99988484E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59056172E+003  0.99988484E+000  0.00000000E+000  0.99988484E+000  0.99988484E+000
  0.25000000E-002  0.99989215E+000  0.88228371E+000 -0.46918637E+000  0.99927994E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59055331E+003  0.99988590E+000  0.62472270E-005  0.99989215E+000  0.99987966E+000
  0.50000000E-002  0.99989945E+000  0.55838091E+000 -0.82699023E+000  0.99784873E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59054819E+003  0.99987448E+000  0.24969818E-004  0.99989945E+000  0.99984951E+000
  0.75000000E-002  0.99990673E+000  0.10596078E+000 -0.99047124E+000  0.99612297E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59054630E+003  0.99985063E+000  0.56104684E-004  0.99990673E+000  0.99979452E+000
  0.10000000E-001  0.99991399E+000 -0.36896936E+000 -0.92367674E+000  0.99464421E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59054345E+003  0.99981444E+000  0.99555231E-004  0.99991399E+000  0.99971488E+000
  0.12500000E-001  0.99992122E+000 -0.75720771E+000 -0.64347718E+000  0.99369331E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59053397E+003  0.99976598E+000  0.15523828E-003  0.99992122E+000  0.99961074E+000
  0.15000000E-001  0.99992842E+000 -0.96971027E+000 -0.21452384E+000  0.99315582E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59051270E+003  0.99970531E+000  0.22311792E-003  0.99992842E+000  0.99948219E+000
  0.17500000E-001  0.99993561E+000 -0.95675476E+000  0.26428780E+000  0.99258637E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59047924E+003  0.99963241E+000  0.30319717E-003  0.99993561E+000  0.99932922E+000
  0.20000000E-001  0.99994278E+000 -0.72055714E+000  0.68101532E+000  0.99145572E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59044378E+003  0.99954727E+000  0.39550974E-003  0.99994278E+000  0.99915176E+000
  0.22500000E-001  0.99994997E+000 -0.31683383E+000  0.93736041E+000  0.98945854E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59042315E+003  0.99944987E+000  0.50009277E-003  0.99994997E+000  0.99894978E+000
  0.25000000E-001  0.99995721E+000  0.15826607E+000  0.97392294E+000  0.98669855E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59042615E+003  0.99934032E+000  0.61689123E-003  0.99995721E+000  0.99872343E+000
  0.27500000E-001  0.99996449E+000  0.59306211E+000  0.78474396E+000  0.98363904E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.59044661E+003  0.99921882E+000  0.74566560E-003  0.99996449E+000  0.99847316E+000
